_id,Year,Sex,Rank,Name,Count,
2267,2005,Female,16,BRIANNA,1351,
2268,2005,Female,17,JENNIFER,1292,
2269,2005,Female,18,AVA,1227,
2270,2005,Female,19,HANNAH,1218,
2271,2005,Female,20,SARAH,1212,
2272,2005,Female,21,ALEXIS,1204,
2273,2005,Female,22,ANDREA,1203,
2274,2005,Female,23,ANGELINA,1179,
2275,2005,Female,24,VANESSA,1154,
2276,2005,Female,25,STEPHANIE,1153,
2277,2005,Male,1,DANIEL,3902,
2278,2005,Male,2,ANTHONY,3721,
2279,2005,Male,3,ANGEL,3551,
2280,2005,Male,4,DAVID,3253,
2281,2005,Male,5,JOSHUA,3209,
2282,2005,Male,6,JOSE,3203,
2283,2005,Male,7,ANDREW,3139,
2284,2005,Male,8,JACOB,3097,
2285,2005,Male,9,MATTHEW,2850,
2286,2005,Male,10,MICHAEL,2742,
2287,2005,Male,11,JONATHAN,2635,
2288,2005,Male,12,CHRISTOPHER,2589,
2289,2005,Male,13,JOSEPH,2534,
2290,2005,Male,14,ALEXANDER,2448,
2291,2005,Male,15,NATHAN,2401,
2292,2005,Male,16,ETHAN,2361,
2293,2005,Male,17,RYAN,2331,
2294,2005,Male,18,DIEGO,2307,
2295,2005,Male,19,JUAN,2219,
2296,2005,Male,20,KEVIN,2195,
2297,2005,Male,21,BRANDON,2115,
2298,2005,Male,22,CHRISTIAN,2014,
2299,2005,Male,23,LUIS,2003,
2300,2005,Male,24,JESUS,1968,
2301,2005,Male,25,GABRIEL,1950,
2202,2004,Female,1,EMILY,3395,
2203,2004,Female,2,ASHLEY,2927,
2204,2004,Female,3,SAMANTHA,2479,
2205,2004,Female,4,ISABELLA,2443,
2206,2004,Female,5,NATALIE,1942,
2207,2004,Female,6,ALYSSA,1806,
2208,2004,Female,7,EMMA,1742,
2209,2004,Female,8,SOPHIA,1715,
2210,2004,Female,9,JESSICA,1705,
2211,2004,Female,10,JASMINE,1666,
2212,2004,Female,11,ELIZABETH,1595,
2213,2004,Female,12,MADISON,1575,
2214,2004,Female,13,JENNIFER,1486,
2215,2004,Female,14,KIMBERLY,1460,
2216,2004,Female,15,ALEXIS,1437,
2217,2004,Female,16,ANDREA,1376,
2218,2004,Female,17,ABIGAIL,1318,
2219,2004,Female,18,HANNAH,1315,
2220,2004,Female,19,SARAH,1305,
2221,2004,Female,20,VANESSA,1302,
2222,2004,Female,21,MIA,1272,
2223,2004,Female,22,STEPHANIE,1249,
2224,2004,Female,23,BRIANNA,1223,
2225,2004,Female,24,MICHELLE,1154,
2226,2004,Female,25,OLIVIA,1149,
2227,2004,Male,1,DANIEL,4162,
2228,2004,Male,2,ANTHONY,3799,
2229,2004,Male,3,ANDREW,3471,
2230,2004,Male,4,JOSE,3391,
2231,2004,Male,5,JACOB,3330,
2232,2004,Male,6,JOSHUA,3292,
2233,2004,Male,7,DAVID,3248,
2234,2004,Male,8,ANGEL,3241,
2235,2004,Male,9,MATTHEW,2855,
2236,2004,Male,10,MICHAEL,2847,
2237,2004,Male,11,CHRISTOPHER,2758,
2238,2004,Male,12,JONATHAN,2546,
2239,2004,Male,13,RYAN,2509,
2240,2004,Male,14,ALEXANDER,2446,
2241,2004,Male,15,JOSEPH,2429,
2242,2004,Male,16,ETHAN,2365,
2243,2004,Male,17,NATHAN,2305,
2244,2004,Male,18,BRANDON,2207,
2245,2004,Male,19,KEVIN,2136,
2246,2004,Male,20,JUAN,2111,
2247,2004,Male,21,CHRISTIAN,2030,
2248,2004,Male,22,JESUS,2016,
2249,2004,Male,23,NICHOLAS,1998,
2250,2004,Male,24,DIEGO,1983,
2251,2004,Male,25,LUIS,1961,
2152,2003,Female,1,EMILY,3398,
2153,2003,Female,2,ASHLEY,2732,
2154,2003,Female,3,SAMANTHA,2571,
2155,2003,Female,4,ISABELLA,2173,
2156,2003,Female,5,ALYSSA,1920,
2157,2003,Female,6,EMMA,1832,
2158,2003,Female,7,NATALIE,1817,
2159,2003,Female,8,JESSICA,1756,
2160,2003,Female,9,JENNIFER,1697,
2161,2003,Female,10,ELIZABETH,1666,
2162,2003,Female,11,JASMINE,1608,
2163,2003,Female,12,ALEXIS,1549,
2164,2003,Female,13,SOPHIA,1527,
2165,2003,Female,14,MADISON,1454,
2166,2003,Female,15,SARAH,1417,
2167,2003,Female,16,KIMBERLY,1410,
2168,2003,Female,17,HANNAH,1375,
2169,2003,Female,18,STEPHANIE,1330,
2170,2003,Female,19,VANESSA,1327,
2171,2003,Female,20,ANDREA,1320,
2172,2003,Female,21,BRIANNA,1295,
2173,2003,Female,22,ABIGAIL,1264,
2174,2003,Female,23,MARIA,1249,
2175,2003,Female,24,MICHELLE,1239,
2176,2003,Female,25,MIA,1226,
2177,2003,Male,1,DANIEL,4017,
2178,2003,Male,2,ANTHONY,3918,
2179,2003,Male,3,ANDREW,3443,
2180,2003,Male,4,JOSE,3363,
2181,2003,Male,5,JACOB,3347,
2182,2003,Male,6,DAVID,3344,
2183,2003,Male,7,ANGEL,3241,
2184,2003,Male,8,JOSHUA,3202,
2185,2003,Male,9,MICHAEL,3087,
2186,2003,Male,10,MATTHEW,2967,
2187,2003,Male,11,CHRISTOPHER,2785,
2188,2003,Male,12,JOSEPH,2704,
2189,2003,Male,13,JONATHAN,2697,
2190,2003,Male,14,RYAN,2560,
2191,2003,Male,15,ALEXANDER,2365,
2192,2003,Male,16,BRANDON,2361,
2193,2003,Male,17,KEVIN,2265,
2194,2003,Male,18,ETHAN,2228,
2195,2003,Male,19,NATHAN,2113,
2196,2003,Male,20,JUAN,2072,
2197,2003,Male,21,LUIS,2063,
2198,2003,Male,22,CHRISTIAN,2060,
2199,2003,Male,23,NICHOLAS,2003,
2200,2003,Male,24,GABRIEL,1967,
2201,2003,Male,25,JESUS,1891,
2102,2002,Female,1,EMILY,3011,
2103,2002,Female,2,ASHLEY,2670,
2104,2002,Female,3,SAMANTHA,2535,
2105,2002,Female,4,JESSICA,1994,
2106,2002,Female,5,JENNIFER,1977,
2107,2002,Female,6,ISABELLA,1873,
2108,2002,Female,7,ALYSSA,1869,
2109,2002,Female,8,ELIZABETH,1699,
2110,2002,Female,9,JASMINE,1659,
2111,2002,Female,10,NATALIE,1638,
2112,2002,Female,11,ALEXIS,1581,
2113,2002,Female,12,SARAH,1549,
2114,2002,Female,13,MADISON,1527,
2115,2002,Female,14,HANNAH,1485,
2116,2002,Female,15,STEPHANIE,1463,
2117,2002,Female,16,BRIANNA,1453,
2118,2002,Female,17,ANDREA,1340,
2119,2002,Female,18,SOPHIA,1323,
2120,2002,Female,19,MARIA,1306,
2121,2002,Female,20,EMMA,1287,
2122,2002,Female,21,MICHELLE,1277,
2123,2002,Female,22,VANESSA,1258,
2124,2002,Female,23,VICTORIA,1211,
2125,2002,Female,24,KIMBERLY,1206,
2126,2002,Female,24,LESLIE,1206,
2127,2002,Male,1,DANIEL,4101,
2128,2002,Male,2,ANTHONY,3755,
2129,2002,Male,3,JOSE,3546,
2130,2002,Male,4,ANDREW,3523,
2131,2002,Male,5,JACOB,3358,
2132,2002,Male,6,JOSHUA,3348,
2133,2002,Male,7,MICHAEL,3205,
2134,2002,Male,8,DAVID,3173,
2135,2002,Male,9,MATTHEW,3071,
2136,2002,Male,10,ANGEL,2912,
2137,2002,Male,11,CHRISTOPHER,2886,
2138,2002,Male,12,JONATHAN,2719,
2139,2002,Male,13,JOSEPH,2676,
2140,2002,Male,14,ALEXANDER,2382,
2141,2002,Male,15,KEVIN,2344,
2142,2002,Male,16,RYAN,2281,
2143,2002,Male,17,BRANDON,2257,
2144,2002,Male,17,CHRISTIAN,2257,
2145,2002,Male,19,ETHAN,2252,
2146,2002,Male,20,NICHOLAS,2190,
2147,2002,Male,21,JUAN,2047,
2148,2002,Male,22,LUIS,1984,
2149,2002,Male,23,JESUS,1976,
2150,2002,Male,24,NATHAN,1934,
2151,2002,Male,25,JUSTIN,1926,
2052,2001,Female,1,EMILY,2921,
2053,2001,Female,2,ASHLEY,2707,
2054,2001,Female,3,SAMANTHA,2518,
2055,2001,Female,4,JESSICA,2226,
2056,2001,Female,5,ALYSSA,2051,
2057,2001,Female,6,JENNIFER,2015,
2058,2001,Female,7,NATALIE,1715,
2059,2001,Female,8,ELIZABETH,1681,
2060,2001,Female,9,ALEXIS,1662,
2061,2001,Female,10,JASMINE,1651,
2062,2001,Female,11,SARAH,1592,
2063,2001,Female,12,MADISON,1590,
2064,2001,Female,13,HANNAH,1572,
2065,2001,Female,14,ANDREA,1511,
2066,2001,Female,15,STEPHANIE,1503,
2067,2001,Female,16,ISABELLA,1474,
2068,2001,Female,17,VANESSA,1440,
2069,2001,Female,18,BRIANNA,1399,
2070,2001,Female,19,KIMBERLY,1361,
2071,2001,Female,20,MARIA,1357,
2072,2001,Female,21,KAYLA,1205,
2073,2001,Female,22,DESTINY,1200,
2074,2001,Female,22,JACQUELINE,1200,
2075,2001,Female,24,MICHELLE,1193,
2076,2001,Female,25,VICTORIA,1188,
2077,2001,Male,1,DANIEL,4142,
2078,2001,Male,2,ANTHONY,3801,
2079,2001,Male,3,ANDREW,3420,
2080,2001,Male,4,JOSE,3419,
2081,2001,Male,5,JACOB,3363,
2082,2001,Male,6,DAVID,3323,
2083,2001,Male,7,MICHAEL,3266,
2084,2001,Male,8,JOSHUA,3196,
2085,2001,Male,9,MATTHEW,3069,
2086,2001,Male,10,CHRISTOPHER,3006,
2087,2001,Male,11,JONATHAN,2853,
2088,2001,Male,12,JOSEPH,2708,
2089,2001,Male,13,ANGEL,2492,
2090,2001,Male,14,KEVIN,2391,
2091,2001,Male,15,CHRISTIAN,2324,
2092,2001,Male,16,NICHOLAS,2309,
2093,2001,Male,17,RYAN,2308,
2094,2001,Male,18,BRANDON,2265,
2095,2001,Male,19,LUIS,2136,
2096,2001,Male,20,JESUS,2082,
2097,2001,Male,21,ALEXANDER,2065,
2098,2001,Male,22,JUSTIN,2005,
2099,2001,Male,23,JUAN,1983,
2100,2001,Male,24,CARLOS,1916,
2101,2001,Male,25,GABRIEL,1758,
2002,2000,Female,1,EMILY,2955,
2003,2000,Female,2,ASHLEY,2815,
2004,2000,Female,3,SAMANTHA,2576,
2005,2000,Female,4,JESSICA,2467,
2006,2000,Female,5,JENNIFER,2256,
2007,2000,Female,6,ALYSSA,2003,
2008,2000,Female,7,HANNAH,1849,
2009,2000,Female,8,SARAH,1847,
2010,2000,Female,9,ELIZABETH,1830,
2011,2000,Female,10,ALEXIS,1825,
2012,2000,Female,11,VANESSA,1628,
2013,2000,Female,12,JASMINE,1599,
2014,2000,Female,13,STEPHANIE,1585,
2015,2000,Female,14,NATALIE,1578,
2016,2000,Female,15,JACQUELINE,1551,
2017,2000,Female,16,MARIA,1465,
2018,2000,Female,17,BRIANNA,1442,
2019,2000,Female,18,MADISON,1433,
2020,2000,Female,19,ANDREA,1409,
2021,2000,Female,20,KIMBERLY,1394,
2022,2000,Female,21,LAUREN,1383,
2023,2000,Female,22,MICHELLE,1360,
2024,2000,Female,23,VICTORIA,1288,
2025,2000,Female,24,DESTINY,1188,
2026,2000,Female,25,NICOLE,1162,
2027,2000,Male,1,DANIEL,4323,
2028,2000,Male,2,ANTHONY,3823,
2029,2000,Male,3,JOSE,3773,
2030,2000,Male,4,ANDREW,3572,
2031,2000,Male,5,MICHAEL,3538,
2032,2000,Male,6,JACOB,3501,
2033,2000,Male,7,JOSHUA,3338,
2034,2000,Male,8,CHRISTOPHER,3311,
2035,2000,Male,9,DAVID,3263,
2036,2000,Male,10,MATTHEW,3238,
2037,2000,Male,11,JONATHAN,2979,
2038,2000,Male,12,JOSEPH,2742,
2039,2000,Male,13,BRANDON,2614,
2040,2000,Male,14,NICHOLAS,2569,
2041,2000,Male,15,RYAN,2549,
2042,2000,Male,16,CHRISTIAN,2437,
2043,2000,Male,17,ANGEL,2353,
2044,2000,Male,18,KEVIN,2351,
2045,2000,Male,19,LUIS,2285,
2046,2000,Male,20,JUAN,2215,
2047,2000,Male,21,ALEXANDER,2173,
2048,2000,Male,22,JUSTIN,2156,
2049,2000,Male,23,JESUS,1889,
2050,2000,Male,24,CARLOS,1773,
2051,2000,Male,25,BRIAN,1738,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
