_id,Year,Sex,Rank,Name,Count,Data_Revision_Date
1613,1992,Female,12,MELISSA,2272,10/04/2023
1614,1992,Female,13,VANESSA,2165,10/04/2023
1615,1992,Female,14,EMILY,1848,10/04/2023
1616,1992,Female,15,LAUREN,1824,10/04/2023
1617,1992,Female,16,BRITTANY,1789,10/04/2023
1618,1992,Female,17,MEGAN,1627,10/04/2023
1619,1992,Female,18,DANIELLE,1618,10/04/2023
1620,1992,Female,19,ANDREA,1583,10/04/2023
1621,1992,Female,20,CHELSEA,1533,10/04/2023
1622,1992,Female,21,CHRISTINA,1499,10/04/2023
1623,1992,Female,22,RACHEL,1475,10/04/2023
1624,1992,Female,23,ALEXANDRA,1463,10/04/2023
1625,1992,Female,24,REBECCA,1406,10/04/2023
1626,1992,Female,25,KATHERINE,1405,10/04/2023
1627,1992,Male,1,MICHAEL,6488,10/04/2023
1628,1992,Male,2,DANIEL,5303,10/04/2023
1629,1992,Male,3,CHRISTOPHER,5102,10/04/2023
1630,1992,Male,4,JOSE,4980,10/04/2023
1631,1992,Male,5,DAVID,4748,10/04/2023
1632,1992,Male,6,ANDREW,4112,10/04/2023
1633,1992,Male,7,MATTHEW,4008,10/04/2023
1634,1992,Male,8,ANTHONY,3949,10/04/2023
1635,1992,Male,9,JONATHAN,3817,10/04/2023
1636,1992,Male,10,JOSHUA,3725,10/04/2023
1637,1992,Male,11,KEVIN,3489,10/04/2023
1638,1992,Male,12,JOSEPH,3179,10/04/2023
1639,1992,Male,13,RYAN,3120,10/04/2023
1640,1992,Male,14,BRANDON,3108,10/04/2023
1641,1992,Male,15,NICHOLAS,3053,10/04/2023
1642,1992,Male,16,JUAN,2838,10/04/2023
1643,1992,Male,17,ROBERT,2824,10/04/2023
1644,1992,Male,18,ALEXANDER,2811,10/04/2023
1645,1992,Male,19,CHRISTIAN,2809,10/04/2023
1646,1992,Male,20,JAMES,2685,10/04/2023
1647,1992,Male,21,JOHN,2567,10/04/2023
1648,1992,Male,22,JACOB,2500,10/04/2023
1649,1992,Male,23,ERIC,2496,10/04/2023
1650,1992,Male,23,TYLER,2496,10/04/2023
1651,1992,Male,25,LUIS,2432,10/04/2023
1652,1993,Female,1,JESSICA,5509,10/04/2023
1653,1993,Female,2,ASHLEY,3541,10/04/2023
1654,1993,Female,3,STEPHANIE,3403,10/04/2023
1655,1993,Female,4,JENNIFER,2971,10/04/2023
1656,1993,Female,5,ELIZABETH,2593,10/04/2023
1657,1993,Female,6,SAMANTHA,2529,10/04/2023
1658,1993,Female,7,SARAH,2521,10/04/2023
1659,1993,Female,8,AMANDA,2377,10/04/2023
1660,1993,Female,9,VANESSA,2196,10/04/2023
1661,1993,Female,10,NICOLE,2163,10/04/2023
1662,1993,Female,11,MICHELLE,2152,10/04/2023
1663,1993,Female,12,MARIA,2131,10/04/2023
1664,1993,Female,13,MELISSA,2110,10/04/2023
1665,1993,Female,14,EMILY,2070,10/04/2023
1666,1993,Female,15,JASMINE,1883,10/04/2023
1667,1993,Female,16,TAYLOR,1867,10/04/2023
1668,1993,Female,17,LAUREN,1735,10/04/2023
1669,1993,Female,18,BRITTANY,1563,10/04/2023
1670,1993,Female,19,ALEXANDRA,1559,10/04/2023
1671,1993,Female,20,RACHEL,1540,10/04/2023
1672,1993,Female,21,VICTORIA,1539,10/04/2023
1673,1993,Female,22,DANIELLE,1533,10/04/2023
1674,1993,Female,23,ANDREA,1479,10/04/2023
1675,1993,Female,24,ALYSSA,1467,10/04/2023
1676,1993,Female,25,MEGAN,1437,10/04/2023
1677,1993,Male,1,MICHAEL,5692,10/04/2023
1678,1993,Male,2,DANIEL,5190,10/04/2023
1679,1993,Male,3,JOSE,4924,10/04/2023
1680,1993,Male,4,CHRISTOPHER,4600,10/04/2023
1681,1993,Male,5,DAVID,4337,10/04/2023
1682,1993,Male,6,ANDREW,3911,10/04/2023
1683,1993,Male,7,ANTHONY,3821,10/04/2023
1684,1993,Male,8,MATTHEW,3743,10/04/2023
1685,1993,Male,9,JOSHUA,3683,10/04/2023
1686,1993,Male,10,KEVIN,3570,10/04/2023
1687,1993,Male,11,JONATHAN,3507,10/04/2023
1688,1993,Male,12,RYAN,3128,10/04/2023
1689,1993,Male,13,NICHOLAS,3096,10/04/2023
1690,1993,Male,14,JOSEPH,3091,10/04/2023
1691,1993,Male,15,BRANDON,3013,10/04/2023
1692,1993,Male,16,ALEXANDER,2793,10/04/2023
1693,1993,Male,17,CHRISTIAN,2768,10/04/2023
1694,1993,Male,18,JACOB,2753,10/04/2023
1695,1993,Male,19,JUAN,2651,10/04/2023
1696,1993,Male,20,ROBERT,2622,10/04/2023
1697,1993,Male,21,LUIS,2522,10/04/2023
1698,1993,Male,22,TYLER,2460,10/04/2023
1699,1993,Male,23,JOHN,2405,10/04/2023
1700,1993,Male,24,JAMES,2349,10/04/2023
1701,1993,Male,25,ERIC,2194,10/04/2023
1702,1994,Female,1,JESSICA,5241,10/04/2023
1703,1994,Female,2,ASHLEY,3147,10/04/2023
1704,1994,Female,3,STEPHANIE,2961,10/04/2023
1705,1994,Female,4,JENNIFER,2914,10/04/2023
1706,1994,Female,5,SAMANTHA,2433,10/04/2023
1707,1994,Female,6,ELIZABETH,2346,10/04/2023
1708,1994,Female,7,SARAH,2239,10/04/2023
1709,1994,Female,8,EMILY,2165,10/04/2023
1710,1994,Female,9,AMANDA,2158,10/04/2023
1711,1994,Female,10,VANESSA,2102,10/04/2023
1712,1994,Female,11,NICOLE,2090,10/04/2023
1713,1994,Female,12,MARIA,1965,10/04/2023
1714,1994,Female,13,KIMBERLY,1953,10/04/2023
1715,1994,Female,14,JASMINE,1912,10/04/2023
1716,1994,Female,15,MELISSA,1858,10/04/2023
1717,1994,Female,16,MICHELLE,1841,10/04/2023
1718,1994,Female,17,TAYLOR,1707,10/04/2023
1719,1994,Female,18,LAUREN,1521,10/04/2023
1720,1994,Female,19,ALEXIS,1497,10/04/2023
1721,1994,Female,20,DANIELLE,1488,10/04/2023
1722,1994,Female,21,MEGAN,1474,10/04/2023
1723,1994,Female,22,RACHEL,1450,10/04/2023
1724,1994,Female,23,VICTORIA,1423,10/04/2023
1725,1994,Female,24,ALYSSA,1421,10/04/2023
1726,1994,Female,25,ANDREA,1385,10/04/2023
1727,1994,Male,1,DANIEL,5044,10/04/2023
1728,1994,Male,2,MICHAEL,4998,10/04/2023
1729,1994,Male,3,JOSE,4717,10/04/2023
1730,1994,Male,4,CHRISTOPHER,4172,10/04/2023
1731,1994,Male,5,DAVID,4005,10/04/2023
1732,1994,Male,6,ANTHONY,3856,10/04/2023
1733,1994,Male,7,ANDREW,3756,10/04/2023
1734,1994,Male,8,MATTHEW,3521,10/04/2023
1735,1994,Male,9,JOSHUA,3509,10/04/2023
1736,1994,Male,10,KEVIN,3342,10/04/2023
1737,1994,Male,11,JONATHAN,3308,10/04/2023
1738,1994,Male,12,BRANDON,3258,10/04/2023
1739,1994,Male,13,JOSEPH,3026,10/04/2023
1740,1994,Male,14,JACOB,2909,10/04/2023
1741,1994,Male,15,RYAN,2860,10/04/2023
1742,1994,Male,16,NICHOLAS,2831,10/04/2023
1743,1994,Male,17,JUAN,2656,10/04/2023
1744,1994,Male,18,ALEXANDER,2552,10/04/2023
1745,1994,Male,19,CHRISTIAN,2542,10/04/2023
1746,1994,Male,20,TYLER,2432,10/04/2023
1747,1994,Male,21,ROBERT,2420,10/04/2023
1748,1994,Male,22,LUIS,2364,10/04/2023
1749,1994,Male,23,JOHN,2301,10/04/2023
1750,1994,Male,24,JAMES,2244,10/04/2023
1751,1994,Male,25,JUSTIN,2229,10/04/2023
1752,1995,Female,1,JESSICA,4562,10/04/2023
1753,1995,Female,2,ASHLEY,2880,10/04/2023
1754,1995,Female,3,STEPHANIE,2851,10/04/2023
1755,1995,Female,4,JENNIFER,2663,10/04/2023
1756,1995,Female,5,SAMANTHA,2413,10/04/2023
1757,1995,Female,6,EMILY,2318,10/04/2023
1758,1995,Female,7,SARAH,2231,10/04/2023
1759,1995,Female,8,ELIZABETH,2196,10/04/2023
1760,1995,Female,9,AMANDA,2001,10/04/2023
1761,1995,Female,10,VANESSA,1959,10/04/2023
1762,1995,Female,11,MARIA,1949,10/04/2023
1763,1995,Female,12,KIMBERLY,1752,10/04/2023
1764,1995,Female,12,MELISSA,1752,10/04/2023
1765,1995,Female,14,ALEXIS,1635,10/04/2023
1766,1995,Female,14,JASMINE,1635,10/04/2023
1767,1995,Female,16,TAYLOR,1603,10/04/2023
1768,1995,Female,17,MICHELLE,1583,10/04/2023
1769,1995,Female,18,RACHEL,1441,10/04/2023
1770,1995,Female,19,MEGAN,1435,10/04/2023
1771,1995,Female,20,LAUREN,1423,10/04/2023
1772,1995,Female,21,NICOLE,1405,10/04/2023
1773,1995,Female,22,ANDREA,1353,10/04/2023
1774,1995,Female,23,ALYSSA,1345,10/04/2023
1775,1995,Female,24,ALEXANDRA,1343,10/04/2023
1776,1995,Female,24,HANNAH,1343,10/04/2023
1777,1995,Male,1,DANIEL,4936,10/04/2023
1778,1995,Male,2,MICHAEL,4674,10/04/2023
1779,1995,Male,3,JOSE,4494,10/04/2023
1780,1995,Male,4,CHRISTOPHER,4013,10/04/2023
1781,1995,Male,5,DAVID,3956,10/04/2023
1782,1995,Male,6,ANTHONY,3901,10/04/2023
1783,1995,Male,7,ANDREW,3609,10/04/2023
1784,1995,Male,8,MATTHEW,3502,10/04/2023
1785,1995,Male,9,JOSHUA,3449,10/04/2023
1786,1995,Male,10,JONATHAN,3220,10/04/2023
1787,1995,Male,11,JACOB,3106,10/04/2023
1788,1995,Male,12,JOSEPH,3092,10/04/2023
1789,1995,Male,13,KEVIN,3079,10/04/2023
1790,1995,Male,14,NICHOLAS,2963,10/04/2023
1791,1995,Male,15,BRANDON,2779,10/04/2023
1792,1995,Male,16,CHRISTIAN,2761,10/04/2023
1793,1995,Male,17,RYAN,2669,10/04/2023
1794,1995,Male,18,JUAN,2468,10/04/2023
1795,1995,Male,19,ALEXANDER,2453,10/04/2023
1796,1995,Male,20,JUSTIN,2424,10/04/2023
1797,1995,Male,21,TYLER,2385,10/04/2023
1798,1995,Male,22,ROBERT,2213,10/04/2023
1799,1995,Male,23,LUIS,2174,10/04/2023
1800,1995,Male,24,AUSTIN,2145,10/04/2023
1801,1995,Male,25,JESUS,2065,10/04/2023
1802,1996,Female,1,JESSICA,3804,10/04/2023
1803,1996,Female,2,ASHLEY,2663,10/04/2023
1804,1996,Female,3,STEPHANIE,2620,10/04/2023
1805,1996,Female,4,JENNIFER,2493,10/04/2023
1806,1996,Female,5,SAMANTHA,2450,10/04/2023
1807,1996,Female,6,EMILY,2448,10/04/2023
1808,1996,Female,7,SARAH,2244,10/04/2023
1809,1996,Female,8,VANESSA,2149,10/04/2023
1810,1996,Female,9,ELIZABETH,2112,10/04/2023
1811,1996,Female,10,MARIA,2077,10/04/2023
1812,1996,Female,11,ALEXIS,1826,10/04/2023
1813,1996,Female,12,JASMINE,1754,10/04/2023
1814,1996,Female,13,KIMBERLY,1727,10/04/2023
1815,1996,Female,14,MELISSA,1719,10/04/2023
1816,1996,Female,15,AMANDA,1633,10/04/2023
1817,1996,Female,16,ALYSSA,1545,10/04/2023
1818,1996,Female,17,MICHELLE,1488,10/04/2023
1819,1996,Female,18,HANNAH,1461,10/04/2023
1820,1996,Female,19,RACHEL,1430,10/04/2023
1821,1996,Female,20,TAYLOR,1410,10/04/2023
1822,1996,Female,21,VICTORIA,1360,10/04/2023
1823,1996,Female,22,ANDREA,1359,10/04/2023
1824,1996,Female,23,NATALIE,1332,10/04/2023
1825,1996,Female,24,MEGAN,1317,10/04/2023
1826,1996,Female,25,JACQUELINE,1315,10/04/2023
1827,1996,Male,1,DANIEL,4623,10/04/2023
1828,1996,Male,2,JOSE,4546,10/04/2023
1829,1996,Male,3,MICHAEL,4292,10/04/2023
1830,1996,Male,4,DAVID,3951,10/04/2023
1831,1996,Male,5,CHRISTOPHER,3896,10/04/2023
1832,1996,Male,6,ANTHONY,3845,10/04/2023
1833,1996,Male,7,ANDREW,3540,10/04/2023
1834,1996,Male,8,JONATHAN,3319,10/04/2023
1835,1996,Male,9,MATTHEW,3309,10/04/2023
1836,1996,Male,10,JOSHUA,3308,10/04/2023
1837,1996,Male,11,JOSEPH,3009,10/04/2023
1838,1996,Male,12,CHRISTIAN,2977,10/04/2023
1839,1996,Male,13,JACOB,2976,10/04/2023
1840,1996,Male,14,NICHOLAS,2829,10/04/2023
1841,1996,Male,15,BRANDON,2818,10/04/2023
1842,1996,Male,16,KEVIN,2815,10/04/2023
1843,1996,Male,17,JUAN,2508,10/04/2023
1844,1996,Male,18,RYAN,2458,10/04/2023
1845,1996,Male,19,ALEXANDER,2258,10/04/2023
1846,1996,Male,20,JUSTIN,2253,10/04/2023
1847,1996,Male,21,LUIS,2237,10/04/2023
1848,1996,Male,22,AUSTIN,2096,10/04/2023
1849,1996,Male,23,TYLER,2072,10/04/2023
1850,1996,Male,24,ROBERT,2032,10/04/2023
1851,1996,Male,25,JESUS,2006,10/04/2023
1852,1997,Female,1,JESSICA,3187,10/04/2023
1853,1997,Female,2,JENNIFER,2780,10/04/2023
1854,1997,Female,3,ASHLEY,2605,10/04/2023
1855,1997,Female,4,EMILY,2518,10/04/2023
1856,1997,Female,5,SAMANTHA,2478,10/04/2023
1857,1997,Female,6,STEPHANIE,2153,10/04/2023
1858,1997,Female,7,SARAH,2128,10/04/2023
1859,1997,Female,8,VANESSA,1979,10/04/2023
1860,1997,Female,9,ELIZABETH,1975,10/04/2023
1861,1997,Female,10,ALEXIS,1883,10/04/2023
1862,1997,Female,11,MARIA,1821,10/04/2023
1863,1997,Female,12,JASMINE,1791,10/04/2023
1864,1997,Female,13,ALYSSA,1725,10/04/2023
1865,1997,Female,14,MELISSA,1717,10/04/2023
1866,1997,Female,15,HANNAH,1617,10/04/2023
1867,1997,Female,16,KIMBERLY,1574,10/04/2023
1868,1997,Female,17,VICTORIA,1440,10/04/2023
1869,1997,Female,18,TAYLOR,1425,10/04/2023
1870,1997,Female,19,AMANDA,1399,10/04/2023
1871,1997,Female,20,LAUREN,1355,10/04/2023
1872,1997,Female,21,NATALIE,1340,10/04/2023
1873,1997,Female,22,MADISON,1331,10/04/2023
1874,1997,Female,23,MICHELLE,1330,10/04/2023
1875,1997,Female,24,MEGAN,1315,10/04/2023
1876,1997,Female,25,DIANA,1262,10/04/2023
1877,1997,Male,1,DANIEL,4393,10/04/2023
1878,1997,Male,2,MICHAEL,4244,10/04/2023
1879,1997,Male,3,JOSE,4110,10/04/2023
1880,1997,Male,4,ANTHONY,3854,10/04/2023
1881,1997,Male,5,CHRISTOPHER,3680,10/04/2023
1882,1997,Male,6,DAVID,3669,10/04/2023
1883,1997,Male,7,ANDREW,3527,10/04/2023
1884,1997,Male,8,JACOB,3206,10/04/2023
1885,1997,Male,9,MATTHEW,3198,10/04/2023
1886,1997,Male,10,JONATHAN,3178,10/04/2023
1887,1997,Male,11,JOSHUA,3071,10/04/2023
1888,1997,Male,12,JOSEPH,2851,10/04/2023
1889,1997,Male,13,BRANDON,2818,10/04/2023
1890,1997,Male,14,NICHOLAS,2610,10/04/2023
1891,1997,Male,15,CHRISTIAN,2576,10/04/2023
1892,1997,Male,16,KEVIN,2544,10/04/2023
1893,1997,Male,17,LUIS,2462,10/04/2023
1894,1997,Male,18,RYAN,2344,10/04/2023
1895,1997,Male,19,JUAN,2324,10/04/2023
1896,1997,Male,20,ALEXANDER,2162,10/04/2023
1897,1997,Male,21,JUSTIN,2139,10/04/2023
1898,1997,Male,22,JESUS,2006,10/04/2023
1899,1997,Male,23,AUSTIN,1935,10/04/2023
1900,1997,Male,24,TYLER,1861,10/04/2023
1901,1997,Male,25,JOHN,1810,10/04/2023
1902,1998,Female,1,JESSICA,2832,10/04/2023
1903,1998,Female,2,ASHLEY,2696,10/04/2023
1904,1998,Female,3,SAMANTHA,2665,10/04/2023
1905,1998,Female,4,EMILY,2660,10/04/2023
1906,1998,Female,5,JENNIFER,2544,10/04/2023
1907,1998,Female,6,SARAH,2129,10/04/2023
1908,1998,Female,7,ALEXIS,2022,10/04/2023
1909,1998,Female,8,VANESSA,1965,10/04/2023
1910,1998,Female,9,ALYSSA,1953,10/04/2023
1911,1998,Female,10,STEPHANIE,1941,10/04/2023
1912,1998,Female,11,ELIZABETH,1917,10/04/2023
1913,1998,Female,12,JASMINE,1702,10/04/2023
1914,1998,Female,13,HANNAH,1665,10/04/2023
1915,1998,Female,14,MARIA,1619,10/04/2023
1916,1998,Female,15,NATALIE,1526,10/04/2023
1917,1998,Female,16,MADISON,1436,10/04/2023
1918,1998,Female,17,VICTORIA,1419,10/04/2023
1919,1998,Female,18,KIMBERLY,1395,10/04/2023
1920,1998,Female,19,TAYLOR,1372,10/04/2023
1921,1998,Female,20,MELISSA,1355,10/04/2023
1922,1998,Female,21,BRIANNA,1327,10/04/2023
1923,1998,Female,22,DIANA,1318,10/04/2023
1924,1998,Female,23,AMANDA,1316,10/04/2023
1925,1998,Female,24,MICHELLE,1285,10/04/2023
1926,1998,Female,25,NICOLE,1273,10/04/2023
1927,1998,Male,1,DANIEL,4311,10/04/2023
1928,1998,Male,2,JOSE,4265,10/04/2023
1929,1998,Male,3,MICHAEL,4118,10/04/2023
1930,1998,Male,4,ANTHONY,3864,10/04/2023
1931,1998,Male,5,JACOB,3548,10/04/2023
1932,1998,Male,6,DAVID,3449,10/04/2023
1933,1998,Male,7,ANDREW,3430,10/04/2023
1934,1998,Male,8,MATTHEW,3413,10/04/2023
1935,1998,Male,9,CHRISTOPHER,3386,10/04/2023
1936,1998,Male,10,JOSHUA,3230,10/04/2023
1937,1998,Male,11,JONATHAN,3070,10/04/2023
1938,1998,Male,12,JOSEPH,2938,10/04/2023
1939,1998,Male,13,NICHOLAS,2744,10/04/2023
1940,1998,Male,14,BRANDON,2727,10/04/2023
1941,1998,Male,15,RYAN,2423,10/04/2023
1942,1998,Male,16,CHRISTIAN,2353,10/04/2023
1943,1998,Male,17,JUAN,2349,10/04/2023
1944,1998,Male,18,LUIS,2299,10/04/2023
1945,1998,Male,19,ALEXANDER,2228,10/04/2023
1946,1998,Male,20,KEVIN,2219,10/04/2023
1947,1998,Male,21,JUSTIN,2084,10/04/2023
1948,1998,Male,22,ANGEL,1946,10/04/2023
1949,1998,Male,23,JESUS,1918,10/04/2023
1950,1998,Male,24,TYLER,1814,10/04/2023
1951,1998,Male,25,ROBERT,1781,10/04/2023
1952,1999,Female,1,EMILY,2805,10/04/2023
1953,1999,Female,2,SAMANTHA,2781,10/04/2023
1954,1999,Female,3,JENNIFER,2660,10/04/2023
1955,1999,Female,4,ASHLEY,2593,10/04/2023
1956,1999,Female,5,JESSICA,2490,10/04/2023
1957,1999,Female,6,ALYSSA,2067,10/04/2023
1958,1999,Female,7,ALEXIS,1966,10/04/2023
1959,1999,Female,8,SARAH,1965,10/04/2023
1960,1999,Female,9,ELIZABETH,1844,10/04/2023
1961,1999,Female,10,VANESSA,1768,10/04/2023
1962,1999,Female,11,STEPHANIE,1754,10/04/2023
1963,1999,Female,12,HANNAH,1676,10/04/2023
1964,1999,Female,13,JASMINE,1651,10/04/2023
1965,1999,Female,14,NATALIE,1645,10/04/2023
1966,1999,Female,15,MARIA,1569,10/04/2023
1967,1999,Female,16,VICTORIA,1456,10/04/2023
1968,1999,Female,17,LAUREN,1384,10/04/2023
1969,1999,Female,18,MADISON,1372,10/04/2023
1970,1999,Female,19,KIMBERLY,1348,10/04/2023
1971,1999,Female,20,BRIANNA,1345,10/04/2023
1972,1999,Female,21,ANDREA,1307,10/04/2023
1973,1999,Female,22,MICHELLE,1267,10/04/2023
1974,1999,Female,23,MELISSA,1251,10/04/2023
1975,1999,Female,24,NICOLE,1208,10/04/2023
1976,1999,Female,25,TAYLOR,1202,10/04/2023
1977,1999,Male,1,DANIEL,4328,10/04/2023
1978,1999,Male,2,JOSE,3836,10/04/2023
1979,1999,Male,3,ANTHONY,3786,10/04/2023
1980,1999,Male,4,MICHAEL,3721,10/04/2023
1981,1999,Male,5,ANDREW,3577,10/04/2023
1982,1999,Male,6,DAVID,3459,10/04/2023
1983,1999,Male,7,JACOB,3445,10/04/2023
1984,1999,Male,8,MATTHEW,3285,10/04/2023
1985,1999,Male,9,CHRISTOPHER,3237,10/04/2023
1986,1999,Male,10,JOSHUA,3117,10/04/2023
1987,1999,Male,11,JONATHAN,3004,10/04/2023
1988,1999,Male,12,JOSEPH,2798,10/04/2023
1989,1999,Male,13,NICHOLAS,2517,10/04/2023
1990,1999,Male,14,RYAN,2501,10/04/2023
1991,1999,Male,15,BRANDON,2475,10/04/2023
1992,1999,Male,16,JUAN,2328,10/04/2023
1993,1999,Male,17,CHRISTIAN,2314,10/04/2023
1994,1999,Male,18,KEVIN,2302,10/04/2023
1995,1999,Male,19,LUIS,2271,10/04/2023
1996,1999,Male,20,ALEXANDER,2226,10/04/2023
1997,1999,Male,21,JUSTIN,2219,10/04/2023
1998,1999,Male,22,ANGEL,2038,10/04/2023
1999,1999,Male,23,JESUS,1995,10/04/2023
2000,1999,Male,24,CARLOS,1967,10/04/2023
2001,1999,Male,25,JOHN,1743,10/04/2023
2002,2000,Female,1,EMILY,2955,10/04/2023
2003,2000,Female,2,ASHLEY,2815,10/04/2023
2004,2000,Female,3,SAMANTHA,2576,10/04/2023
2005,2000,Female,4,JESSICA,2467,10/04/2023
2006,2000,Female,5,JENNIFER,2256,10/04/2023
2007,2000,Female,6,ALYSSA,2003,10/04/2023
2008,2000,Female,7,HANNAH,1849,10/04/2023
2009,2000,Female,8,SARAH,1847,10/04/2023
2010,2000,Female,9,ELIZABETH,1830,10/04/2023
2011,2000,Female,10,ALEXIS,1825,10/04/2023
2012,2000,Female,11,VANESSA,1628,10/04/2023
2013,2000,Female,12,JASMINE,1599,10/04/2023
2014,2000,Female,13,STEPHANIE,1585,10/04/2023
2015,2000,Female,14,NATALIE,1578,10/04/2023
2016,2000,Female,15,JACQUELINE,1551,10/04/2023
2017,2000,Female,16,MARIA,1465,10/04/2023
2018,2000,Female,17,BRIANNA,1442,10/04/2023
2019,2000,Female,18,MADISON,1433,10/04/2023
2020,2000,Female,19,ANDREA,1409,10/04/2023
2021,2000,Female,20,KIMBERLY,1394,10/04/2023
2022,2000,Female,21,LAUREN,1383,10/04/2023
2023,2000,Female,22,MICHELLE,1360,10/04/2023
2024,2000,Female,23,VICTORIA,1288,10/04/2023
2025,2000,Female,24,DESTINY,1188,10/04/2023
2026,2000,Female,25,NICOLE,1162,10/04/2023
2027,2000,Male,1,DANIEL,4323,10/04/2023
2028,2000,Male,2,ANTHONY,3823,10/04/2023
2029,2000,Male,3,JOSE,3773,10/04/2023
2030,2000,Male,4,ANDREW,3572,10/04/2023
2031,2000,Male,5,MICHAEL,3538,10/04/2023
2032,2000,Male,6,JACOB,3501,10/04/2023
2033,2000,Male,7,JOSHUA,3338,10/04/2023
2034,2000,Male,8,CHRISTOPHER,3311,10/04/2023
2035,2000,Male,9,DAVID,3263,10/04/2023
2036,2000,Male,10,MATTHEW,3238,10/04/2023
2037,2000,Male,11,JONATHAN,2979,10/04/2023
2038,2000,Male,12,JOSEPH,2742,10/04/2023
2039,2000,Male,13,BRANDON,2614,10/04/2023
2040,2000,Male,14,NICHOLAS,2569,10/04/2023
2041,2000,Male,15,RYAN,2549,10/04/2023
2042,2000,Male,16,CHRISTIAN,2437,10/04/2023
2043,2000,Male,17,ANGEL,2353,10/04/2023
2044,2000,Male,18,KEVIN,2351,10/04/2023
2045,2000,Male,19,LUIS,2285,10/04/2023
2046,2000,Male,20,JUAN,2215,10/04/2023
2047,2000,Male,21,ALEXANDER,2173,10/04/2023
2048,2000,Male,22,JUSTIN,2156,10/04/2023
2049,2000,Male,23,JESUS,1889,10/04/2023
2050,2000,Male,24,CARLOS,1773,10/04/2023
2051,2000,Male,25,BRIAN,1738,10/04/2023
2052,2001,Female,1,EMILY,2921,10/04/2023
2053,2001,Female,2,ASHLEY,2707,10/04/2023
2054,2001,Female,3,SAMANTHA,2518,10/04/2023
2055,2001,Female,4,JESSICA,2226,10/04/2023
2056,2001,Female,5,ALYSSA,2051,10/04/2023
2057,2001,Female,6,JENNIFER,2015,10/04/2023
2058,2001,Female,7,NATALIE,1715,10/04/2023
2059,2001,Female,8,ELIZABETH,1681,10/04/2023
2060,2001,Female,9,ALEXIS,1662,10/04/2023
2061,2001,Female,10,JASMINE,1651,10/04/2023
2062,2001,Female,11,SARAH,1592,10/04/2023
2063,2001,Female,12,MADISON,1590,10/04/2023
2064,2001,Female,13,HANNAH,1572,10/04/2023
2065,2001,Female,14,ANDREA,1511,10/04/2023
2066,2001,Female,15,STEPHANIE,1503,10/04/2023
2067,2001,Female,16,ISABELLA,1474,10/04/2023
2068,2001,Female,17,VANESSA,1440,10/04/2023
2069,2001,Female,18,BRIANNA,1399,10/04/2023
2070,2001,Female,19,KIMBERLY,1361,10/04/2023
2071,2001,Female,20,MARIA,1357,10/04/2023
2072,2001,Female,21,KAYLA,1205,10/04/2023
2073,2001,Female,22,DESTINY,1200,10/04/2023
2074,2001,Female,22,JACQUELINE,1200,10/04/2023
2075,2001,Female,24,MICHELLE,1193,10/04/2023
2076,2001,Female,25,VICTORIA,1188,10/04/2023
2077,2001,Male,1,DANIEL,4142,10/04/2023
2078,2001,Male,2,ANTHONY,3801,10/04/2023
2079,2001,Male,3,ANDREW,3420,10/04/2023
2080,2001,Male,4,JOSE,3419,10/04/2023
2081,2001,Male,5,JACOB,3363,10/04/2023
2082,2001,Male,6,DAVID,3323,10/04/2023
2083,2001,Male,7,MICHAEL,3266,10/04/2023
2084,2001,Male,8,JOSHUA,3196,10/04/2023
2085,2001,Male,9,MATTHEW,3069,10/04/2023
2086,2001,Male,10,CHRISTOPHER,3006,10/04/2023
2087,2001,Male,11,JONATHAN,2853,10/04/2023
2088,2001,Male,12,JOSEPH,2708,10/04/2023
2089,2001,Male,13,ANGEL,2492,10/04/2023
2090,2001,Male,14,KEVIN,2391,10/04/2023
2091,2001,Male,15,CHRISTIAN,2324,10/04/2023
2092,2001,Male,16,NICHOLAS,2309,10/04/2023
2093,2001,Male,17,RYAN,2308,10/04/2023
2094,2001,Male,18,BRANDON,2265,10/04/2023
2095,2001,Male,19,LUIS,2136,10/04/2023
2096,2001,Male,20,JESUS,2082,10/04/2023
2097,2001,Male,21,ALEXANDER,2065,10/04/2023
2098,2001,Male,22,JUSTIN,2005,10/04/2023
2099,2001,Male,23,JUAN,1983,10/04/2023
2100,2001,Male,24,CARLOS,1916,10/04/2023
2101,2001,Male,25,GABRIEL,1758,10/04/2023
2102,2002,Female,1,EMILY,3011,10/04/2023
2103,2002,Female,2,ASHLEY,2670,10/04/2023
2104,2002,Female,3,SAMANTHA,2535,10/04/2023
2105,2002,Female,4,JESSICA,1994,10/04/2023
2106,2002,Female,5,JENNIFER,1977,10/04/2023
2107,2002,Female,6,ISABELLA,1873,10/04/2023
2108,2002,Female,7,ALYSSA,1869,10/04/2023
2109,2002,Female,8,ELIZABETH,1699,10/04/2023
2110,2002,Female,9,JASMINE,1659,10/04/2023
2111,2002,Female,10,NATALIE,1638,10/04/2023
2112,2002,Female,11,ALEXIS,1581,10/04/2023
2113,2002,Female,12,SARAH,1549,10/04/2023
2114,2002,Female,13,MADISON,1527,10/04/2023
2115,2002,Female,14,HANNAH,1485,10/04/2023
2116,2002,Female,15,STEPHANIE,1463,10/04/2023
2117,2002,Female,16,BRIANNA,1453,10/04/2023
2118,2002,Female,17,ANDREA,1340,10/04/2023
2119,2002,Female,18,SOPHIA,1323,10/04/2023
2120,2002,Female,19,MARIA,1306,10/04/2023
